"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","10:31:22"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
  622,2024/12/05,10:30:21,207.38E+00,10.926E+00,2.0306E+03,2.2659E+03,1.0054E+03,0.8962E+00,207.38E+00,10.603E+00,2.0020E+03,2.1988E+03,909.15E+00,0.9105E+00,207.34E+00,10.492E+00,1.9850E+03,2.1755E+03,890.26E+00,0.9124E+00,207.37E+00,10.674E+00,6.0176E+03,6.6401E+03,2.8048E+03,0.9062E+00
  623,2024/12/05,10:30:21,207.30E+00,10.937E+00,2.0309E+03,2.2673E+03,1.0080E+03,0.8957E+00,207.43E+00,10.609E+00,2.0037E+03,2.2006E+03,909.92E+00,0.9105E+00,207.38E+00,10.506E+00,1.9888E+03,2.1787E+03,889.70E+00,0.9128E+00,207.37E+00,10.684E+00,6.0234E+03,6.6466E+03,2.8076E+03,0.9062E+00
  624,2024/12/05,10:30:21,207.34E+00,10.930E+00,2.0313E+03,2.2663E+03,1.0049E+03,0.8963E+00,207.42E+00,10.610E+00,2.0029E+03,2.2008E+03,912.07E+00,0.9101E+00,207.38E+00,10.510E+00,1.9891E+03,2.1795E+03,891.08E+00,0.9126E+00,207.38E+00,10.683E+00,6.0232E+03,6.6466E+03,2.8081E+03,0.9062E+00
  625,2024/12/05,10:30:22,207.42E+00,10.926E+00,2.0310E+03,2.2662E+03,1.0052E+03,0.8962E+00,207.38E+00,10.606E+00,2.0018E+03,2.1994E+03,911.05E+00,0.9102E+00,207.33E+00,10.504E+00,1.9867E+03,2.1777E+03,891.87E+00,0.9123E+00,207.37E+00,10.678E+00,6.0195E+03,6.6432E+03,2.8081E+03,0.9061E+00
  626,2024/12/05,10:30:22,207.45E+00,10.936E+00,2.0340E+03,2.2687E+03,1.0051E+03,0.8965E+00,207.39E+00,10.600E+00,2.0012E+03,2.1984E+03,910.11E+00,0.9103E+00,207.34E+00,10.508E+00,1.9874E+03,2.1788E+03,892.77E+00,0.9122E+00,207.39E+00,10.682E+00,6.0226E+03,6.6459E+03,2.8079E+03,0.9062E+00
  627,2024/12/05,10:30:22,207.35E+00,10.933E+00,2.0318E+03,2.2670E+03,1.0054E+03,0.8963E+00,207.47E+00,10.602E+00,2.0031E+03,2.1996E+03,908.77E+00,0.9107E+00,207.33E+00,10.503E+00,1.9864E+03,2.1777E+03,892.36E+00,0.9122E+00,207.38E+00,10.680E+00,6.0214E+03,6.6443E+03,2.8065E+03,0.9063E+00
  628,2024/12/05,10:30:22,207.39E+00,10.935E+00,2.0320E+03,2.2679E+03,1.0071E+03,0.8960E+00,207.38E+00,10.601E+00,2.0017E+03,2.1985E+03,909.24E+00,0.9105E+00,207.37E+00,10.500E+00,1.9871E+03,2.1773E+03,890.10E+00,0.9126E+00,207.38E+00,10.679E+00,6.0207E+03,6.6437E+03,2.8064E+03,0.9062E+00
  629,2024/12/05,10:30:22,207.30E+00,10.920E+00,2.0269E+03,2.2637E+03,1.0081E+03,0.8954E+00,207.37E+00,10.621E+00,2.0049E+03,2.2025E+03,911.88E+00,0.9103E+00,207.34E+00,10.500E+00,1.9867E+03,2.1771E+03,890.26E+00,0.9126E+00,207.34E+00,10.681E+00,6.0185E+03,6.6433E+03,2.8102E+03,0.9059E+00
  630,2024/12/05,10:30:22,207.38E+00,10.897E+00,2.0247E+03,2.2599E+03,1.0039E+03,0.8959E+00,207.45E+00,10.588E+00,1.9994E+03,2.1966E+03,909.51E+00,0.9102E+00,207.34E+00,10.477E+00,1.9811E+03,2.1722E+03,890.96E+00,0.9120E+00,207.39E+00,10.654E+00,6.0052E+03,6.6287E+03,2.8044E+03,0.9059E+00
  631,2024/12/05,10:30:22,207.35E+00,10.906E+00,2.0261E+03,2.2614E+03,1.0044E+03,0.8959E+00,207.42E+00,10.586E+00,1.9992E+03,2.1959E+03,908.37E+00,0.9104E+00,207.37E+00,10.495E+00,1.9854E+03,2.1764E+03,891.80E+00,0.9122E+00,207.38E+00,10.663E+00,6.0106E+03,6.6337E+03,2.8046E+03,0.9061E+00
  632,2024/12/05,10:30:22,207.30E+00,10.918E+00,2.0280E+03,2.2632E+03,1.0046E+03,0.8961E+00,207.38E+00,10.587E+00,1.9994E+03,2.1954E+03,906.80E+00,0.9107E+00,207.34E+00,10.485E+00,1.9828E+03,2.1739E+03,891.16E+00,0.9121E+00,207.34E+00,10.663E+00,6.0102E+03,6.6324E+03,2.8025E+03,0.9062E+00
  633,2024/12/05,10:30:22,207.42E+00,10.925E+00,2.0294E+03,2.2660E+03,1.0082E+03,0.8956E+00,207.39E+00,10.583E+00,1.9984E+03,2.1947E+03,907.36E+00,0.9105E+00,207.33E+00,10.477E+00,1.9819E+03,2.1722E+03,889.08E+00,0.9124E+00,207.38E+00,10.662E+00,6.0097E+03,6.6329E+03,2.8046E+03,0.9060E+00
  634,2024/12/05,10:30:22,207.30E+00,10.906E+00,2.0248E+03,2.2608E+03,1.0057E+03,0.8956E+00,207.46E+00,10.599E+00,2.0019E+03,2.1989E+03,909.66E+00,0.9104E+00,207.38E+00,10.488E+00,1.9849E+03,2.1751E+03,889.53E+00,0.9126E+00,207.38E+00,10.664E+00,6.0116E+03,6.6348E+03,2.8049E+03,0.9061E+00
  635,2024/12/05,10:30:23,207.39E+00,10.914E+00,2.0281E+03,2.2633E+03,1.0048E+03,0.8960E+00,207.46E+00,10.597E+00,2.0011E+03,2.1985E+03,910.47E+00,0.9102E+00,207.39E+00,10.495E+00,1.9857E+03,2.1766E+03,891.41E+00,0.9123E+00,207.41E+00,10.669E+00,6.0149E+03,6.6384E+03,2.8067E+03,0.9061E+00
  636,2024/12/05,10:30:23,207.38E+00,10.908E+00,2.0271E+03,2.2620E+03,1.0039E+03,0.8961E+00,207.34E+00,10.580E+00,1.9965E+03,2.1937E+03,908.90E+00,0.9101E+00,207.42E+00,10.500E+00,1.9869E+03,2.1780E+03,892.18E+00,0.9123E+00,207.38E+00,10.663E+00,6.0104E+03,6.6337E+03,2.8050E+03,0.9060E+00
  637,2024/12/05,10:30:23,207.42E+00,10.907E+00,2.0275E+03,2.2622E+03,1.0033E+03,0.8963E+00,207.46E+00,10.596E+00,2.0017E+03,2.1982E+03,908.42E+00,0.9106E+00,207.41E+00,10.499E+00,1.9867E+03,2.1776E+03,891.59E+00,0.9123E+00,207.43E+00,10.667E+00,6.0159E+03,6.6380E+03,2.8033E+03,0.9063E+00
  638,2024/12/05,10:30:23,207.39E+00,10.910E+00,2.0271E+03,2.2626E+03,1.0051E+03,0.8959E+00,207.51E+00,10.585E+00,2.0004E+03,2.1965E+03,907.24E+00,0.9107E+00,207.36E+00,10.485E+00,1.9842E+03,2.1742E+03,888.89E+00,0.9126E+00,207.42E+00,10.660E+00,6.0117E+03,6.6333E+03,2.8012E+03,0.9063E+00
  639,2024/12/05,10:30:23,207.35E+00,10.908E+00,2.0265E+03,2.2618E+03,1.0046E+03,0.8960E+00,207.46E+00,10.594E+00,2.0010E+03,2.1979E+03,909.28E+00,0.9104E+00,207.38E+00,10.482E+00,1.9833E+03,2.1738E+03,889.94E+00,0.9124E+00,207.40E+00,10.662E+00,6.0108E+03,6.6336E+03,2.8038E+03,0.9061E+00
  640,2024/12/05,10:30:23,207.31E+00,10.910E+00,2.0267E+03,2.2617E+03,1.0039E+03,0.8961E+00,207.41E+00,10.615E+00,2.0038E+03,2.2017E+03,912.26E+00,0.9101E+00,207.34E+00,10.504E+00,1.9871E+03,2.1779E+03,891.37E+00,0.9124E+00,207.35E+00,10.676E+00,6.0176E+03,6.6413E+03,2.8075E+03,0.9061E+00
  641,2024/12/05,10:30:23,207.37E+00,10.934E+00,2.0321E+03,2.2674E+03,1.0059E+03,0.8962E+00,207.42E+00,10.606E+00,2.0024E+03,2.1998E+03,910.78E+00,0.9103E+00,207.43E+00,10.521E+00,1.9909E+03,2.1823E+03,893.72E+00,0.9123E+00,207.41E+00,10.687E+00,6.0253E+03,6.6495E+03,2.8104E+03,0.9061E+00
  642,2024/12/05,10:30:23,207.39E+00,10.918E+00,2.0298E+03,2.2644E+03,1.0037E+03,0.8964E+00,207.46E+00,10.611E+00,2.0045E+03,2.2013E+03,909.61E+00,0.9106E+00,207.42E+00,10.515E+00,1.9900E+03,2.1811E+03,892.73E+00,0.9124E+00,207.42E+00,10.681E+00,6.0243E+03,6.6467E+03,2.8060E+03,0.9064E+00
  643,2024/12/05,10:30:23,207.42E+00,10.939E+00,2.0338E+03,2.2690E+03,1.0060E+03,0.8963E+00,207.46E+00,10.601E+00,2.0031E+03,2.1992E+03,907.77E+00,0.9108E+00,207.30E+00,10.497E+00,1.9846E+03,2.1759E+03,892.10E+00,0.9121E+00,207.39E+00,10.679E+00,6.0215E+03,6.6441E+03,2.8059E+03,0.9063E+00
  644,2024/12/05,10:30:23,207.38E+00,10.925E+00,2.0305E+03,2.2657E+03,1.0053E+03,0.8962E+00,207.41E+00,10.607E+00,2.0036E+03,2.2000E+03,908.66E+00,0.9107E+00,207.38E+00,10.505E+00,1.9880E+03,2.1785E+03,890.83E+00,0.9126E+00,207.39E+00,10.679E+00,6.0222E+03,6.6443E+03,2.8048E+03,0.9064E+00
  645,2024/12/05,10:30:24,207.35E+00,10.914E+00,2.0287E+03,2.2631E+03,1.0028E+03,0.8965E+00,207.47E+00,10.615E+00,2.0050E+03,2.2022E+03,910.89E+00,0.9104E+00,207.37E+00,10.510E+00,1.9890E+03,2.1796E+03,891.18E+00,0.9126E+00,207.40E+00,10.680E+00,6.0227E+03,6.6448E+03,2.8049E+03,0.9064E+00
  646,2024/12/05,10:30:24,207.42E+00,10.916E+00,2.0308E+03,2.2643E+03,1.0014E+03,0.8969E+00,207.47E+00,10.605E+00,2.0032E+03,2.2002E+03,909.94E+00,0.9105E+00,207.37E+00,10.512E+00,1.9890E+03,2.1799E+03,892.05E+00,0.9124E+00,207.42E+00,10.678E+00,6.0231E+03,6.6444E+03,2.8034E+03,0.9065E+00
  647,2024/12/05,10:30:24,207.45E+00,10.932E+00,2.0331E+03,2.2677E+03,1.0045E+03,0.8965E+00,207.42E+00,10.603E+00,2.0028E+03,2.1993E+03,908.78E+00,0.9106E+00,207.34E+00,10.506E+00,1.9867E+03,2.1783E+03,893.40E+00,0.9120E+00,207.40E+00,10.680E+00,6.0226E+03,6.6454E+03,2.8067E+03,0.9063E+00
  648,2024/12/05,10:30:24,207.44E+00,10.935E+00,2.0335E+03,2.2682E+03,1.0048E+03,0.8965E+00,207.46E+00,10.601E+00,2.0034E+03,2.1992E+03,907.14E+00,0.9110E+00,207.41E+00,10.504E+00,1.9883E+03,2.1787E+03,890.62E+00,0.9126E+00,207.44E+00,10.680E+00,6.0253E+03,6.6461E+03,2.8026E+03,0.9066E+00
  649,2024/12/05,10:30:24,207.42E+00,10.924E+00,2.0318E+03,2.2659E+03,1.0031E+03,0.8967E+00,207.46E+00,10.607E+00,2.0044E+03,2.2004E+03,907.87E+00,0.9109E+00,207.38E+00,10.500E+00,1.9875E+03,2.1775E+03,889.66E+00,0.9127E+00,207.42E+00,10.677E+00,6.0237E+03,6.6439E+03,2.8006E+03,0.9067E+00
  650,2024/12/05,10:30:24,207.35E+00,10.920E+00,2.0303E+03,2.2643E+03,1.0026E+03,0.8966E+00,207.47E+00,10.606E+00,2.0040E+03,2.2005E+03,908.94E+00,0.9107E+00,207.42E+00,10.507E+00,1.9890E+03,2.1794E+03,890.92E+00,0.9126E+00,207.41E+00,10.678E+00,6.0232E+03,6.6442E+03,2.8025E+03,0.9065E+00
  651,2024/12/05,10:30:24,207.42E+00,10.921E+00,2.0316E+03,2.2652E+03,1.0018E+03,0.8969E+00,207.42E+00,10.614E+00,2.0045E+03,2.2016E+03,910.56E+00,0.9105E+00,207.39E+00,10.511E+00,1.9889E+03,2.1798E+03,892.10E+00,0.9124E+00,207.41E+00,10.682E+00,6.0250E+03,6.6466E+03,2.8045E+03,0.9065E+00
  652,2024/12/05,10:30:24,207.43E+00,10.927E+00,2.0331E+03,2.2666E+03,1.0021E+03,0.8970E+00,207.46E+00,10.616E+00,2.0057E+03,2.2024E+03,909.61E+00,0.9107E+00,207.42E+00,10.519E+00,1.9907E+03,2.1818E+03,892.87E+00,0.9124E+00,207.44E+00,10.687E+00,6.0295E+03,6.6508E+03,2.8046E+03,0.9066E+00
  653,2024/12/05,10:30:24,207.42E+00,10.937E+00,2.0346E+03,2.2684E+03,1.0030E+03,0.8969E+00,207.47E+00,10.605E+00,2.0038E+03,2.2003E+03,908.93E+00,0.9107E+00,207.34E+00,10.504E+00,1.9872E+03,2.1779E+03,891.25E+00,0.9124E+00,207.41E+00,10.682E+00,6.0256E+03,6.6467E+03,2.8032E+03,0.9066E+00
  654,2024/12/05,10:30:24,207.39E+00,10.930E+00,2.0321E+03,2.2668E+03,1.0045E+03,0.8965E+00,207.47E+00,10.609E+00,2.0049E+03,2.2010E+03,908.26E+00,0.9109E+00,207.33E+00,10.494E+00,1.9855E+03,2.1756E+03,889.42E+00,0.9126E+00,207.40E+00,10.678E+00,6.0225E+03,6.6435E+03,2.8022E+03,0.9065E+00
  655,2024/12/05,10:30:25,207.38E+00,10.922E+00,2.0313E+03,2.2650E+03,1.0021E+03,0.8968E+00,207.46E+00,10.617E+00,2.0052E+03,2.2026E+03,911.40E+00,0.9104E+00,207.34E+00,10.505E+00,1.9875E+03,2.1781E+03,891.05E+00,0.9125E+00,207.39E+00,10.681E+00,6.0240E+03,6.6457E+03,2.8045E+03,0.9064E+00
  656,2024/12/05,10:30:25,207.39E+00,10.916E+00,2.0294E+03,2.2638E+03,1.0031E+03,0.8965E+00,207.42E+00,10.618E+00,2.0048E+03,2.2024E+03,911.71E+00,0.9103E+00,207.30E+00,10.503E+00,1.9868E+03,2.1773E+03,890.67E+00,0.9125E+00,207.37E+00,10.679E+00,6.0211E+03,6.6435E+03,2.8055E+03,0.9063E+00
  657,2024/12/05,10:30:25,207.38E+00,10.911E+00,2.0289E+03,2.2627E+03,1.0017E+03,0.8967E+00,207.49E+00,10.609E+00,2.0050E+03,2.2013E+03,908.62E+00,0.9108E+00,207.41E+00,10.517E+00,1.9907E+03,2.1814E+03,892.11E+00,0.9126E+00,207.43E+00,10.679E+00,6.0246E+03,6.6454E+03,2.8024E+03,0.9066E+00
  658,2024/12/05,10:30:25,207.36E+00,10.949E+00,2.0352E+03,2.2703E+03,1.0061E+03,0.8965E+00,207.50E+00,10.614E+00,2.0061E+03,2.2024E+03,908.84E+00,0.9109E+00,207.42E+00,10.510E+00,1.9892E+03,2.1799E+03,891.65E+00,0.9125E+00,207.43E+00,10.691E+00,6.0305E+03,6.6525E+03,2.8065E+03,0.9065E+00
  659,2024/12/05,10:30:25,207.46E+00,10.938E+00,2.0344E+03,2.2692E+03,1.0053E+03,0.8965E+00,207.47E+00,10.605E+00,2.0039E+03,2.2002E+03,908.42E+00,0.9108E+00,207.37E+00,10.502E+00,1.9878E+03,2.1778E+03,889.64E+00,0.9128E+00,207.43E+00,10.682E+00,6.0261E+03,6.6472E+03,2.8033E+03,0.9066E+00
  660,2024/12/05,10:30:25,207.34E+00,10.926E+00,2.0310E+03,2.2654E+03,1.0035E+03,0.8965E+00,207.38E+00,10.613E+00,2.0032E+03,2.2009E+03,911.72E+00,0.9102E+00,207.38E+00,10.507E+00,1.9882E+03,2.1788E+03,891.26E+00,0.9125E+00,207.37E+00,10.682E+00,6.0224E+03,6.6451E+03,2.8065E+03,0.9063E+00
  661,2024/12/05,10:30:25,207.43E+00,10.925E+00,2.0316E+03,2.2661E+03,1.0039E+03,0.8965E+00,207.39E+00,10.606E+00,2.0024E+03,2.1996E+03,910.48E+00,0.9103E+00,207.38E+00,10.498E+00,1.9868E+03,2.1769E+03,889.78E+00,0.9127E+00,207.40E+00,10.676E+00,6.0208E+03,6.6427E+03,2.8042E+03,0.9064E+00
  662,2024/12/05,10:30:25,207.45E+00,10.926E+00,2.0325E+03,2.2666E+03,1.0032E+03,0.8967E+00,207.38E+00,10.602E+00,2.0013E+03,2.1986E+03,910.23E+00,0.9103E+00,207.38E+00,10.513E+00,1.9894E+03,2.1802E+03,892.11E+00,0.9125E+00,207.40E+00,10.680E+00,6.0231E+03,6.6454E+03,2.8055E+03,0.9064E+00
  663,2024/12/05,10:30:25,207.42E+00,10.930E+00,2.0331E+03,2.2671E+03,1.0033E+03,0.8968E+00,207.50E+00,10.606E+00,2.0045E+03,2.2008E+03,908.53E+00,0.9108E+00,207.41E+00,10.510E+00,1.9887E+03,2.1798E+03,892.66E+00,0.9123E+00,207.45E+00,10.682E+00,6.0262E+03,6.6478E+03,2.8045E+03,0.9065E+00
  664,2024/12/05,10:30:25,207.42E+00,10.937E+00,2.0333E+03,2.2686E+03,1.0060E+03,0.8963E+00,207.33E+00,10.592E+00,1.9997E+03,2.1961E+03,907.91E+00,0.9105E+00,207.37E+00,10.500E+00,1.9868E+03,2.1774E+03,890.85E+00,0.9125E+00,207.37E+00,10.676E+00,6.0198E+03,6.6421E+03,2.8048E+03,0.9063E+00
  665,2024/12/05,10:30:26,207.39E+00,10.924E+00,2.0302E+03,2.2656E+03,1.0056E+03,0.8961E+00,207.42E+00,10.605E+00,2.0030E+03,2.1997E+03,909.19E+00,0.9106E+00,207.37E+00,10.496E+00,1.9867E+03,2.1766E+03,889.03E+00,0.9128E+00,207.39E+00,10.675E+00,6.0199E+03,6.6418E+03,2.8038E+03,0.9064E+00
  666,2024/12/05,10:30:26,207.38E+00,10.925E+00,2.0320E+03,2.2657E+03,1.0021E+03,0.8969E+00,207.46E+00,10.616E+00,2.0050E+03,2.2024E+03,911.50E+00,0.9103E+00,207.42E+00,10.507E+00,1.9892E+03,2.1794E+03,890.33E+00,0.9127E+00,207.42E+00,10.683E+00,6.0262E+03,6.6475E+03,2.8040E+03,0.9065E+00
  667,2024/12/05,10:30:26,207.43E+00,10.921E+00,2.0314E+03,2.2653E+03,1.0024E+03,0.8968E+00,207.38E+00,10.600E+00,2.0008E+03,2.1982E+03,910.38E+00,0.9102E+00,207.37E+00,10.507E+00,1.9882E+03,2.1788E+03,891.31E+00,0.9125E+00,207.39E+00,10.676E+00,6.0204E+03,6.6423E+03,2.8041E+03,0.9064E+00
  668,2024/12/05,10:30:26,207.34E+00,10.921E+00,2.0303E+03,2.2644E+03,1.0026E+03,0.8966E+00,207.47E+00,10.598E+00,2.0025E+03,2.1988E+03,908.15E+00,0.9107E+00,207.42E+00,10.515E+00,1.9900E+03,2.1810E+03,892.43E+00,0.9124E+00,207.41E+00,10.678E+00,6.0228E+03,6.6442E+03,2.8032E+03,0.9065E+00
  669,2024/12/05,10:30:26,207.34E+00,10.931E+00,2.0316E+03,2.2664E+03,1.0047E+03,0.8964E+00,207.38E+00,10.599E+00,2.0016E+03,2.1980E+03,908.19E+00,0.9106E+00,207.38E+00,10.503E+00,1.9878E+03,2.1780E+03,890.07E+00,0.9127E+00,207.37E+00,10.677E+00,6.0210E+03,6.6424E+03,2.8030E+03,0.9064E+00
  670,2024/12/05,10:30:26,207.32E+00,10.919E+00,2.0284E+03,2.2637E+03,1.0049E+03,0.8961E+00,207.39E+00,10.594E+00,2.0007E+03,2.1971E+03,907.89E+00,0.9106E+00,207.38E+00,10.499E+00,1.9871E+03,2.1772E+03,889.85E+00,0.9127E+00,207.36E+00,10.670E+00,6.0162E+03,6.6380E+03,2.8026E+03,0.9063E+00
  671,2024/12/05,10:30:26,207.37E+00,10.932E+00,2.0319E+03,2.2669E+03,1.0051E+03,0.8963E+00,207.50E+00,10.628E+00,2.0082E+03,2.2053E+03,911.44E+00,0.9106E+00,207.43E+00,10.512E+00,1.9902E+03,2.1804E+03,890.58E+00,0.9128E+00,207.43E+00,10.691E+00,6.0302E+03,6.6526E+03,2.8071E+03,0.9065E+00
  672,2024/12/05,10:30:26,207.39E+00,10.916E+00,2.0303E+03,2.2639E+03,1.0014E+03,0.8968E+00,207.38E+00,10.614E+00,2.0036E+03,2.2011E+03,911.36E+00,0.9103E+00,207.37E+00,10.513E+00,1.9895E+03,2.1801E+03,891.42E+00,0.9126E+00,207.38E+00,10.681E+00,6.0234E+03,6.6450E+03,2.8042E+03,0.9064E+00
  673,2024/12/05,10:30:26,207.42E+00,10.916E+00,2.0297E+03,2.2642E+03,1.0035E+03,0.8964E+00,207.42E+00,10.606E+00,2.0030E+03,2.2000E+03,909.77E+00,0.9105E+00,207.39E+00,10.513E+00,1.9894E+03,2.1803E+03,892.17E+00,0.9124E+00,207.41E+00,10.679E+00,6.0221E+03,6.6445E+03,2.8055E+03,0.9063E+00
  674,2024/12/05,10:30:26,207.36E+00,10.939E+00,2.0333E+03,2.2683E+03,1.0053E+03,0.8964E+00,207.43E+00,10.600E+00,2.0027E+03,2.1988E+03,907.75E+00,0.9108E+00,207.37E+00,10.512E+00,1.9890E+03,2.1799E+03,892.29E+00,0.9124E+00,207.39E+00,10.684E+00,6.0250E+03,6.6470E+03,2.8053E+03,0.9064E+00
  675,2024/12/05,10:30:27,207.30E+00,10.927E+00,2.0293E+03,2.2653E+03,1.0067E+03,0.8958E+00,207.39E+00,10.608E+00,2.0031E+03,2.2000E+03,909.60E+00,0.9105E+00,207.38E+00,10.504E+00,1.9880E+03,2.1784E+03,890.68E+00,0.9126E+00,207.36E+00,10.680E+00,6.0204E+03,6.6436E+03,2.8069E+03,0.9062E+00
  676,2024/12/05,10:30:27,207.27E+00,10.934E+00,2.0314E+03,2.2662E+03,1.0047E+03,0.8964E+00,207.46E+00,10.621E+00,2.0059E+03,2.2035E+03,911.89E+00,0.9103E+00,207.38E+00,10.503E+00,1.9873E+03,2.1781E+03,891.50E+00,0.9124E+00,207.37E+00,10.686E+00,6.0245E+03,6.6478E+03,2.8081E+03,0.9063E+00
  677,2024/12/05,10:30:27,207.32E+00,10.923E+00,2.0296E+03,2.2645E+03,1.0045E+03,0.8962E+00,207.47E+00,10.617E+00,2.0049E+03,2.2027E+03,912.25E+00,0.9102E+00,207.38E+00,10.511E+00,1.9893E+03,2.1797E+03,891.08E+00,0.9126E+00,207.39E+00,10.684E+00,6.0237E+03,6.6469E+03,2.8079E+03,0.9062E+00
  678,2024/12/05,10:30:27,207.32E+00,10.909E+00,2.0265E+03,2.2616E+03,1.0040E+03,0.8961E+00,207.42E+00,10.607E+00,2.0029E+03,2.2001E+03,910.40E+00,0.9104E+00,207.42E+00,10.517E+00,1.9905E+03,2.1815E+03,892.70E+00,0.9124E+00,207.39E+00,10.678E+00,6.0199E+03,6.6431E+03,2.8071E+03,0.9062E+00
  679,2024/12/05,10:30:27,207.32E+00,10.933E+00,2.0310E+03,2.2667E+03,1.0064E+03,0.8960E+00,207.42E+00,10.605E+00,2.0031E+03,2.1997E+03,909.12E+00,0.9106E+00,207.42E+00,10.518E+00,1.9902E+03,2.1817E+03,893.73E+00,0.9122E+00,207.38E+00,10.686E+00,6.0243E+03,6.6481E+03,2.8092E+03,0.9062E+00
  680,2024/12/05,10:30:27,207.30E+00,10.942E+00,2.0312E+03,2.2684E+03,1.0099E+03,0.8954E+00,207.39E+00,10.610E+00,2.0033E+03,2.2004E+03,910.19E+00,0.9104E+00,207.42E+00,10.516E+00,1.9904E+03,2.1811E+03,891.87E+00,0.9126E+00,207.37E+00,10.689E+00,6.0249E+03,6.6498E+03,2.8120E+03,0.9060E+00
  681,2024/12/05,10:30:27,207.27E+00,10.919E+00,2.0267E+03,2.2633E+03,1.0073E+03,0.8955E+00,207.34E+00,10.608E+00,2.0017E+03,2.1993E+03,911.14E+00,0.9101E+00,207.36E+00,10.503E+00,1.9870E+03,2.1779E+03,891.71E+00,0.9123E+00,207.32E+00,10.677E+00,6.0155E+03,6.6405E+03,2.8102E+03,0.9059E+00
  682,2024/12/05,10:30:27,207.31E+00,10.929E+00,2.0291E+03,2.2656E+03,1.0079E+03,0.8956E+00,207.35E+00,10.607E+00,2.0012E+03,2.1993E+03,912.17E+00,0.9099E+00,207.37E+00,10.510E+00,1.9886E+03,2.1796E+03,892.15E+00,0.9124E+00,207.34E+00,10.682E+00,6.0189E+03,6.6445E+03,2.8122E+03,0.9059E+00
