"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","15:05:17"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
  650,2024/12/05,15:04:19,206.74E+00,10.328E+00,2.0484E+03,2.1353E+03,-602.64E+00,0.9593E+00,206.95E+00,9.8751E+00,1.9346E+03,2.0437E+03,-658.58E+00,0.9467E+00,206.87E+00,10.216E+00,2.0070E+03,2.1133E+03,-661.98E+00,0.9497E+00,206.85E+00,10.140E+00,5.9901E+03,6.2923E+03,-1.9232E+03,0.9520E+00
  651,2024/12/05,15:04:19,206.73E+00,10.309E+00,2.0449E+03,2.1312E+03,-600.39E+00,0.9595E+00,206.96E+00,9.8796E+00,1.9356E+03,2.0447E+03,-658.90E+00,0.9467E+00,206.94E+00,10.217E+00,2.0087E+03,2.1144E+03,-660.30E+00,0.9500E+00,206.88E+00,10.135E+00,5.9892E+03,6.2903E+03,-1.9196E+03,0.9521E+00
  652,2024/12/05,15:04:19,206.78E+00,10.333E+00,2.0498E+03,2.1365E+03,-602.53E+00,0.9594E+00,206.94E+00,9.8783E+00,1.9342E+03,2.0442E+03,-661.59E+00,0.9462E+00,206.88E+00,10.220E+00,2.0092E+03,2.1143E+03,-658.23E+00,0.9503E+00,206.87E+00,10.144E+00,5.9933E+03,6.2951E+03,-1.9223E+03,0.9521E+00
  653,2024/12/05,15:04:19,206.84E+00,10.341E+00,2.0531E+03,2.1389E+03,-599.70E+00,0.9599E+00,206.95E+00,9.8723E+00,1.9329E+03,2.0431E+03,-661.81E+00,0.9461E+00,206.88E+00,10.210E+00,2.0074E+03,2.1123E+03,-657.56E+00,0.9503E+00,206.89E+00,10.141E+00,5.9934E+03,6.2943E+03,-1.9191E+03,0.9522E+00
  654,2024/12/05,15:04:19,206.80E+00,10.333E+00,2.0510E+03,2.1369E+03,-599.94E+00,0.9598E+00,207.00E+00,9.8686E+00,1.9335E+03,2.0428E+03,-659.16E+00,0.9465E+00,206.81E+00,10.208E+00,2.0050E+03,2.1111E+03,-660.91E+00,0.9497E+00,206.87E+00,10.136E+00,5.9894E+03,6.2908E+03,-1.9200E+03,0.9521E+00
  655,2024/12/05,15:04:20,206.78E+00,10.332E+00,2.0501E+03,2.1366E+03,-601.53E+00,0.9595E+00,207.01E+00,9.8798E+00,1.9363E+03,2.0452E+03,-658.47E+00,0.9468E+00,206.93E+00,10.212E+00,2.0070E+03,2.1132E+03,-661.42E+00,0.9498E+00,206.91E+00,10.142E+00,5.9935E+03,6.2950E+03,-1.9214E+03,0.9521E+00
  656,2024/12/05,15:04:20,206.69E+00,10.319E+00,2.0458E+03,2.1328E+03,-602.94E+00,0.9592E+00,206.95E+00,9.8856E+00,1.9373E+03,2.0458E+03,-657.44E+00,0.9470E+00,206.87E+00,10.214E+00,2.0076E+03,2.1130E+03,-659.27E+00,0.9501E+00,206.84E+00,10.140E+00,5.9907E+03,6.2917E+03,-1.9197E+03,0.9522E+00
  657,2024/12/05,15:04:20,206.69E+00,10.322E+00,2.0466E+03,2.1334E+03,-602.54E+00,0.9593E+00,206.94E+00,9.8742E+00,1.9341E+03,2.0434E+03,-659.47E+00,0.9465E+00,206.88E+00,10.216E+00,2.0086E+03,2.1136E+03,-657.91E+00,0.9503E+00,206.84E+00,10.137E+00,5.9892E+03,6.2904E+03,-1.9199E+03,0.9521E+00
  658,2024/12/05,15:04:20,206.83E+00,10.338E+00,2.0526E+03,2.1382E+03,-599.25E+00,0.9599E+00,207.02E+00,9.8739E+00,1.9338E+03,2.0441E+03,-662.49E+00,0.9460E+00,206.89E+00,10.213E+00,2.0078E+03,2.1129E+03,-658.05E+00,0.9503E+00,206.91E+00,10.141E+00,5.9941E+03,6.2952E+03,-1.9198E+03,0.9522E+00
  659,2024/12/05,15:04:20,206.75E+00,10.330E+00,2.0500E+03,2.1357E+03,-599.09E+00,0.9599E+00,206.94E+00,9.8720E+00,1.9336E+03,2.0429E+03,-659.36E+00,0.9465E+00,206.89E+00,10.205E+00,2.0060E+03,2.1114E+03,-658.81E+00,0.9501E+00,206.86E+00,10.136E+00,5.9896E+03,6.2900E+03,-1.9173E+03,0.9522E+00
  660,2024/12/05,15:04:20,206.80E+00,10.339E+00,2.0524E+03,2.1380E+03,-598.88E+00,0.9600E+00,206.96E+00,9.8837E+00,1.9367E+03,2.0455E+03,-658.33E+00,0.9468E+00,206.89E+00,10.219E+00,2.0084E+03,2.1142E+03,-660.62E+00,0.9499E+00,206.88E+00,10.147E+00,5.9975E+03,6.2978E+03,-1.9178E+03,0.9523E+00
  661,2024/12/05,15:04:20,206.68E+00,10.340E+00,2.0507E+03,2.1371E+03,-601.65E+00,0.9596E+00,206.95E+00,9.8923E+00,1.9389E+03,2.0472E+03,-657.10E+00,0.9471E+00,206.88E+00,10.239E+00,2.0126E+03,2.1182E+03,-660.63E+00,0.9501E+00,206.84E+00,10.157E+00,6.0021E+03,6.3026E+03,-1.9194E+03,0.9523E+00
  662,2024/12/05,15:04:20,206.78E+00,10.333E+00,2.0494E+03,2.1366E+03,-604.20E+00,0.9592E+00,206.95E+00,9.8981E+00,1.9388E+03,2.0484E+03,-660.88E+00,0.9465E+00,206.87E+00,10.230E+00,2.0112E+03,2.1163E+03,-658.57E+00,0.9503E+00,206.87E+00,10.154E+00,5.9994E+03,6.3013E+03,-1.9237E+03,0.9521E+00
  663,2024/12/05,15:04:20,206.85E+00,10.357E+00,2.0565E+03,2.1424E+03,-600.50E+00,0.9599E+00,206.95E+00,9.8899E+00,1.9367E+03,2.0468E+03,-662.05E+00,0.9462E+00,206.88E+00,10.227E+00,2.0112E+03,2.1158E+03,-656.82E+00,0.9506E+00,206.89E+00,10.158E+00,6.0044E+03,6.3049E+03,-1.9194E+03,0.9523E+00
  664,2024/12/05,15:04:20,206.67E+00,10.360E+00,2.0553E+03,2.1411E+03,-600.00E+00,0.9599E+00,206.79E+00,9.8819E+00,1.9333E+03,2.0435E+03,-662.00E+00,0.9461E+00,206.88E+00,10.225E+00,2.0101E+03,2.1153E+03,-658.76E+00,0.9503E+00,206.78E+00,10.155E+00,5.9987E+03,6.2999E+03,-1.9208E+03,0.9522E+00
  665,2024/12/05,15:04:21,206.84E+00,10.357E+00,2.0562E+03,2.1421E+03,-600.43E+00,0.9599E+00,207.01E+00,9.8931E+00,1.9392E+03,2.0480E+03,-658.65E+00,0.9469E+00,206.81E+00,10.214E+00,2.0065E+03,2.1123E+03,-660.06E+00,0.9499E+00,206.89E+00,10.154E+00,6.0019E+03,6.3024E+03,-1.9191E+03,0.9523E+00
  666,2024/12/05,15:04:21,206.79E+00,10.354E+00,2.0547E+03,2.1411E+03,-602.01E+00,0.9597E+00,206.95E+00,9.8926E+00,1.9391E+03,2.0473E+03,-656.69E+00,0.9472E+00,206.84E+00,10.226E+00,2.0096E+03,2.1151E+03,-659.72E+00,0.9501E+00,206.86E+00,10.158E+00,6.0034E+03,6.3035E+03,-1.9184E+03,0.9524E+00
  667,2024/12/05,15:04:21,206.75E+00,10.334E+00,2.0498E+03,2.1366E+03,-602.81E+00,0.9594E+00,206.95E+00,9.9000E+00,1.9394E+03,2.0488E+03,-660.29E+00,0.9466E+00,206.95E+00,10.231E+00,2.0122E+03,2.1173E+03,-658.74E+00,0.9504E+00,206.88E+00,10.155E+00,6.0015E+03,6.3027E+03,-1.9218E+03,0.9522E+00
  668,2024/12/05,15:04:21,206.74E+00,10.352E+00,2.0539E+03,2.1402E+03,-601.77E+00,0.9597E+00,206.94E+00,9.8924E+00,1.9372E+03,2.0472E+03,-661.91E+00,0.9463E+00,207.00E+00,10.236E+00,2.0143E+03,2.1188E+03,-657.33E+00,0.9507E+00,206.89E+00,10.160E+00,6.0054E+03,6.3062E+03,-1.9210E+03,0.9523E+00
  669,2024/12/05,15:04:21,206.72E+00,10.364E+00,2.0559E+03,2.1424E+03,-602.63E+00,0.9596E+00,206.96E+00,9.8929E+00,1.9369E+03,2.0474E+03,-663.56E+00,0.9460E+00,206.88E+00,10.229E+00,2.0110E+03,2.1163E+03,-659.00E+00,0.9503E+00,206.85E+00,10.162E+00,6.0038E+03,6.3060E+03,-1.9252E+03,0.9521E+00
  670,2024/12/05,15:04:21,206.59E+00,10.344E+00,2.0504E+03,2.1370E+03,-602.11E+00,0.9595E+00,207.03E+00,9.8793E+00,1.9358E+03,2.0453E+03,-660.27E+00,0.9465E+00,206.83E+00,10.214E+00,2.0066E+03,2.1125E+03,-660.52E+00,0.9499E+00,206.81E+00,10.146E+00,5.9928E+03,6.2948E+03,-1.9229E+03,0.9520E+00
  671,2024/12/05,15:04:21,206.68E+00,10.334E+00,2.0486E+03,2.1360E+03,-604.45E+00,0.9591E+00,207.03E+00,9.8754E+00,1.9354E+03,2.0445E+03,-659.14E+00,0.9466E+00,206.89E+00,10.213E+00,2.0070E+03,2.1130E+03,-660.95E+00,0.9498E+00,206.87E+00,10.141E+00,5.9910E+03,6.2935E+03,-1.9245E+03,0.9519E+00
  672,2024/12/05,15:04:21,206.74E+00,10.320E+00,2.0455E+03,2.1336E+03,-606.76E+00,0.9587E+00,206.99E+00,9.8778E+00,1.9356E+03,2.0447E+03,-658.78E+00,0.9467E+00,206.84E+00,10.211E+00,2.0066E+03,2.1121E+03,-659.19E+00,0.9500E+00,206.86E+00,10.136E+00,5.9877E+03,6.2903E+03,-1.9247E+03,0.9519E+00
  673,2024/12/05,15:04:21,206.67E+00,10.327E+00,2.0462E+03,2.1343E+03,-606.83E+00,0.9587E+00,206.99E+00,9.8699E+00,1.9328E+03,2.0429E+03,-661.79E+00,0.9461E+00,206.90E+00,10.217E+00,2.0088E+03,2.1138E+03,-658.00E+00,0.9503E+00,206.85E+00,10.138E+00,5.9877E+03,6.2910E+03,-1.9266E+03,0.9518E+00
  674,2024/12/05,15:04:21,206.63E+00,10.338E+00,2.0486E+03,2.1362E+03,-605.27E+00,0.9590E+00,206.79E+00,9.8575E+00,1.9278E+03,2.0385E+03,-662.40E+00,0.9457E+00,206.88E+00,10.215E+00,2.0086E+03,2.1134E+03,-657.41E+00,0.9504E+00,206.77E+00,10.137E+00,5.9850E+03,6.2880E+03,-1.9251E+03,0.9518E+00
  675,2024/12/05,15:04:22,206.74E+00,10.338E+00,2.0495E+03,2.1373E+03,-606.29E+00,0.9589E+00,206.74E+00,9.8579E+00,1.9277E+03,2.0380E+03,-661.29E+00,0.9459E+00,206.93E+00,10.208E+00,2.0067E+03,2.1123E+03,-659.63E+00,0.9500E+00,206.80E+00,10.135E+00,5.9839E+03,6.2876E+03,-1.9272E+03,0.9517E+00
  676,2024/12/05,15:04:22,206.73E+00,10.360E+00,2.0539E+03,2.1418E+03,-607.16E+00,0.9590E+00,206.92E+00,9.8703E+00,1.9332E+03,2.0424E+03,-658.95E+00,0.9465E+00,206.87E+00,10.217E+00,2.0072E+03,2.1136E+03,-661.94E+00,0.9497E+00,206.84E+00,10.149E+00,5.9943E+03,6.2977E+03,-1.9281E+03,0.9518E+00
  677,2024/12/05,15:04:22,206.69E+00,10.327E+00,2.0454E+03,2.1346E+03,-610.48E+00,0.9582E+00,206.81E+00,9.8735E+00,1.9327E+03,2.0419E+03,-658.93E+00,0.9465E+00,206.88E+00,10.218E+00,2.0082E+03,2.1138E+03,-659.88E+00,0.9500E+00,206.79E+00,10.139E+00,5.9862E+03,6.2903E+03,-1.9293E+03,0.9517E+00
  678,2024/12/05,15:04:22,206.58E+00,10.328E+00,2.0443E+03,2.1336E+03,-611.05E+00,0.9581E+00,206.60E+00,9.8526E+00,1.9253E+03,2.0355E+03,-660.84E+00,0.9458E+00,206.94E+00,10.220E+00,2.0099E+03,2.1149E+03,-658.28E+00,0.9503E+00,206.71E+00,10.134E+00,5.9794E+03,6.2841E+03,-1.9302E+03,0.9515E+00
  679,2024/12/05,15:04:22,206.58E+00,10.342E+00,2.0479E+03,2.1365E+03,-608.87E+00,0.9585E+00,206.59E+00,9.8490E+00,1.9235E+03,2.0347E+03,-663.51E+00,0.9453E+00,206.88E+00,10.211E+00,2.0073E+03,2.1125E+03,-658.36E+00,0.9502E+00,206.68E+00,10.134E+00,5.9787E+03,6.2837E+03,-1.9307E+03,0.9515E+00
  680,2024/12/05,15:04:22,206.65E+00,10.329E+00,2.0456E+03,2.1345E+03,-609.63E+00,0.9583E+00,206.59E+00,9.8304E+00,1.9200E+03,2.0309E+03,-661.88E+00,0.9454E+00,206.92E+00,10.199E+00,2.0047E+03,2.1103E+03,-659.40E+00,0.9499E+00,206.72E+00,10.119E+00,5.9703E+03,6.2757E+03,-1.9309E+03,0.9513E+00
  681,2024/12/05,15:04:22,206.44E+00,10.291E+00,2.0356E+03,2.1244E+03,-607.88E+00,0.9582E+00,206.64E+00,9.8237E+00,1.9204E+03,2.0300E+03,-657.93E+00,0.9460E+00,206.87E+00,10.168E+00,1.9976E+03,2.1035E+03,-659.08E+00,0.9496E+00,206.65E+00,10.094E+00,5.9536E+03,6.2579E+03,-1.9249E+03,0.9514E+00
  682,2024/12/05,15:04:22,206.44E+00,10.291E+00,2.0349E+03,2.1244E+03,-610.14E+00,0.9579E+00,206.85E+00,9.8419E+00,1.9262E+03,2.0358E+03,-659.04E+00,0.9462E+00,206.87E+00,10.191E+00,2.0027E+03,2.1083E+03,-658.99E+00,0.9499E+00,206.72E+00,10.108E+00,5.9638E+03,6.2685E+03,-1.9282E+03,0.9514E+00
  683,2024/12/05,15:04:22,206.53E+00,10.290E+00,2.0355E+03,2.1251E+03,-610.65E+00,0.9578E+00,206.86E+00,9.8374E+00,1.9250E+03,2.0349E+03,-659.89E+00,0.9460E+00,206.88E+00,10.188E+00,2.0023E+03,2.1076E+03,-657.71E+00,0.9501E+00,206.75E+00,10.105E+00,5.9628E+03,6.2676E+03,-1.9282E+03,0.9514E+00
  684,2024/12/05,15:04:22,206.62E+00,10.314E+00,2.0420E+03,2.1311E+03,-609.71E+00,0.9582E+00,206.79E+00,9.8221E+00,1.9200E+03,2.0311E+03,-662.71E+00,0.9453E+00,206.94E+00,10.187E+00,2.0034E+03,2.1080E+03,-656.03E+00,0.9503E+00,206.78E+00,10.108E+00,5.9654E+03,6.2703E+03,-1.9285E+03,0.9514E+00
  685,2024/12/05,15:04:23,206.67E+00,10.310E+00,2.0424E+03,2.1307E+03,-607.07E+00,0.9586E+00,206.81E+00,9.8337E+00,1.9226E+03,2.0337E+03,-662.97E+00,0.9454E+00,206.87E+00,10.178E+00,2.0007E+03,2.1056E+03,-656.27E+00,0.9502E+00,206.79E+00,10.107E+00,5.9657E+03,6.2700E+03,-1.9263E+03,0.9515E+00
  686,2024/12/05,15:04:23,206.61E+00,10.302E+00,2.0402E+03,2.1285E+03,-606.91E+00,0.9585E+00,206.90E+00,9.8361E+00,1.9252E+03,2.0351E+03,-659.74E+00,0.9460E+00,206.81E+00,10.176E+00,1.9989E+03,2.1045E+03,-658.19E+00,0.9498E+00,206.78E+00,10.105E+00,5.9643E+03,6.2681E+03,-1.9248E+03,0.9515E+00
  687,2024/12/05,15:04:23,206.61E+00,10.296E+00,2.0390E+03,2.1273E+03,-606.48E+00,0.9585E+00,206.84E+00,9.8414E+00,1.9262E+03,2.0356E+03,-658.38E+00,0.9463E+00,206.87E+00,10.184E+00,2.0013E+03,2.1067E+03,-658.06E+00,0.9500E+00,206.77E+00,10.107E+00,5.9665E+03,6.2696E+03,-1.9229E+03,0.9517E+00
  688,2024/12/05,15:04:23,206.67E+00,10.292E+00,2.0381E+03,2.1270E+03,-608.60E+00,0.9582E+00,206.84E+00,9.8427E+00,1.9261E+03,2.0359E+03,-659.50E+00,0.9461E+00,206.88E+00,10.183E+00,2.0017E+03,2.1066E+03,-656.58E+00,0.9502E+00,206.80E+00,10.106E+00,5.9659E+03,6.2695E+03,-1.9247E+03,0.9516E+00
  689,2024/12/05,15:04:23,206.72E+00,10.298E+00,2.0406E+03,2.1289E+03,-606.66E+00,0.9585E+00,206.89E+00,9.8423E+00,1.9257E+03,2.0363E+03,-661.84E+00,0.9457E+00,206.87E+00,10.191E+00,2.0031E+03,2.1081E+03,-656.95E+00,0.9502E+00,206.83E+00,10.110E+00,5.9694E+03,6.2732E+03,-1.9255E+03,0.9516E+00
  690,2024/12/05,15:04:23,206.74E+00,10.323E+00,2.0468E+03,2.1341E+03,-604.16E+00,0.9591E+00,206.84E+00,9.8457E+00,1.9254E+03,2.0364E+03,-663.15E+00,0.9455E+00,206.88E+00,10.190E+00,2.0034E+03,2.1080E+03,-655.82E+00,0.9504E+00,206.82E+00,10.119E+00,5.9757E+03,6.2786E+03,-1.9231E+03,0.9518E+00
  691,2024/12/05,15:04:23,206.65E+00,10.346E+00,2.0505E+03,2.1380E+03,-605.46E+00,0.9591E+00,206.91E+00,9.8809E+00,1.9341E+03,2.0444E+03,-662.60E+00,0.9460E+00,206.88E+00,10.209E+00,2.0065E+03,2.1121E+03,-659.34E+00,0.9500E+00,206.81E+00,10.145E+00,5.9911E+03,6.2945E+03,-1.9274E+03,0.9518E+00
  692,2024/12/05,15:04:23,206.54E+00,10.326E+00,2.0450E+03,2.1327E+03,-605.35E+00,0.9589E+00,206.86E+00,9.8726E+00,1.9328E+03,2.0423E+03,-659.73E+00,0.9464E+00,206.88E+00,10.212E+00,2.0068E+03,2.1127E+03,-660.44E+00,0.9499E+00,206.76E+00,10.137E+00,5.9846E+03,6.2876E+03,-1.9255E+03,0.9518E+00
  693,2024/12/05,15:04:23,206.59E+00,10.316E+00,2.0431E+03,2.1312E+03,-606.47E+00,0.9587E+00,206.86E+00,9.8695E+00,1.9325E+03,2.0416E+03,-658.48E+00,0.9466E+00,206.87E+00,10.211E+00,2.0072E+03,2.1123E+03,-658.14E+00,0.9502E+00,206.77E+00,10.132E+00,5.9828E+03,6.2852E+03,-1.9231E+03,0.9519E+00
  694,2024/12/05,15:04:23,206.66E+00,10.324E+00,2.0462E+03,2.1336E+03,-604.41E+00,0.9590E+00,206.85E+00,9.8652E+00,1.9300E+03,2.0406E+03,-662.83E+00,0.9458E+00,206.83E+00,10.212E+00,2.0073E+03,2.1121E+03,-656.94E+00,0.9504E+00,206.78E+00,10.134E+00,5.9835E+03,6.2863E+03,-1.9242E+03,0.9518E+00
  695,2024/12/05,15:04:24,206.68E+00,10.337E+00,2.0495E+03,2.1364E+03,-602.90E+00,0.9594E+00,206.86E+00,9.8696E+00,1.9304E+03,2.0416E+03,-664.48E+00,0.9456E+00,206.84E+00,10.207E+00,2.0067E+03,2.1113E+03,-656.30E+00,0.9505E+00,206.79E+00,10.138E+00,5.9867E+03,6.2893E+03,-1.9237E+03,0.9519E+00
  696,2024/12/05,15:04:24,206.73E+00,10.343E+00,2.0514E+03,2.1382E+03,-603.26E+00,0.9594E+00,206.96E+00,9.8768E+00,1.9338E+03,2.0441E+03,-662.36E+00,0.9460E+00,206.94E+00,10.206E+00,2.0070E+03,2.1121E+03,-658.07E+00,0.9502E+00,206.88E+00,10.142E+00,5.9921E+03,6.2944E+03,-1.9237E+03,0.9520E+00
  697,2024/12/05,15:04:24,206.78E+00,10.343E+00,2.0521E+03,2.1386E+03,-602.22E+00,0.9595E+00,206.92E+00,9.8766E+00,1.9348E+03,2.0437E+03,-658.09E+00,0.9467E+00,206.89E+00,10.210E+00,2.0065E+03,2.1123E+03,-660.30E+00,0.9499E+00,206.86E+00,10.143E+00,5.9934E+03,6.2947E+03,-1.9206E+03,0.9521E+00
  698,2024/12/05,15:04:24,206.70E+00,10.327E+00,2.0468E+03,2.1346E+03,-605.95E+00,0.9589E+00,206.92E+00,9.8841E+00,1.9357E+03,2.0452E+03,-660.11E+00,0.9465E+00,206.89E+00,10.215E+00,2.0081E+03,2.1135E+03,-659.04E+00,0.9501E+00,206.84E+00,10.142E+00,5.9906E+03,6.2933E+03,-1.9251E+03,0.9519E+00
  699,2024/12/05,15:04:24,206.65E+00,10.327E+00,2.0461E+03,2.1340E+03,-606.05E+00,0.9588E+00,206.88E+00,9.8768E+00,1.9333E+03,2.0433E+03,-661.45E+00,0.9462E+00,206.87E+00,10.212E+00,2.0078E+03,2.1125E+03,-656.94E+00,0.9504E+00,206.80E+00,10.139E+00,5.9872E+03,6.2898E+03,-1.9244E+03,0.9519E+00
  700,2024/12/05,15:04:24,206.65E+00,10.336E+00,2.0491E+03,2.1359E+03,-602.83E+00,0.9593E+00,206.85E+00,9.8608E+00,1.9287E+03,2.0397E+03,-663.45E+00,0.9456E+00,206.87E+00,10.213E+00,2.0082E+03,2.1128E+03,-656.59E+00,0.9505E+00,206.79E+00,10.137E+00,5.9861E+03,6.2884E+03,-1.9229E+03,0.9519E+00
  701,2024/12/05,15:04:24,206.64E+00,10.353E+00,2.0525E+03,2.1393E+03,-603.21E+00,0.9594E+00,206.95E+00,9.8871E+00,1.9360E+03,2.0461E+03,-662.15E+00,0.9462E+00,206.87E+00,10.225E+00,2.0101E+03,2.1152E+03,-658.60E+00,0.9503E+00,206.82E+00,10.155E+00,5.9986E+03,6.3007E+03,-1.9240E+03,0.9521E+00
  702,2024/12/05,15:04:24,206.65E+00,10.347E+00,2.0513E+03,2.1383E+03,-603.70E+00,0.9593E+00,206.85E+00,9.8842E+00,1.9355E+03,2.0445E+03,-658.82E+00,0.9467E+00,206.87E+00,10.220E+00,2.0083E+03,2.1143E+03,-661.21E+00,0.9498E+00,206.79E+00,10.151E+00,5.9950E+03,6.2971E+03,-1.9237E+03,0.9520E+00
  703,2024/12/05,15:04:24,206.59E+00,10.339E+00,2.0484E+03,2.1360E+03,-605.43E+00,0.9590E+00,206.80E+00,9.8873E+00,1.9351E+03,2.0447E+03,-660.52E+00,0.9464E+00,206.82E+00,10.233E+00,2.0106E+03,2.1164E+03,-660.58E+00,0.9500E+00,206.74E+00,10.153E+00,5.9941E+03,6.2970E+03,-1.9265E+03,0.9519E+00
  704,2024/12/05,15:04:24,206.53E+00,10.331E+00,2.0454E+03,2.1336E+03,-607.03E+00,0.9587E+00,206.85E+00,9.8856E+00,1.9353E+03,2.0449E+03,-660.20E+00,0.9464E+00,206.94E+00,10.238E+00,2.0136E+03,2.1188E+03,-659.37E+00,0.9503E+00,206.77E+00,10.152E+00,5.9943E+03,6.2972E+03,-1.9266E+03,0.9519E+00
  705,2024/12/05,15:04:25,206.59E+00,10.343E+00,2.0496E+03,2.1368E+03,-604.20E+00,0.9592E+00,206.91E+00,9.8785E+00,1.9334E+03,2.0439E+03,-663.13E+00,0.9459E+00,206.95E+00,10.234E+00,2.0128E+03,2.1178E+03,-658.80E+00,0.9504E+00,206.82E+00,10.152E+00,5.9957E+03,6.2986E+03,-1.9261E+03,0.9519E+00
  706,2024/12/05,15:04:25,206.67E+00,10.358E+00,2.0542E+03,2.1408E+03,-602.67E+00,0.9596E+00,206.97E+00,9.8894E+00,1.9367E+03,2.0468E+03,-662.36E+00,0.9462E+00,206.88E+00,10.226E+00,2.0104E+03,2.1155E+03,-658.53E+00,0.9503E+00,206.84E+00,10.158E+00,6.0013E+03,6.3031E+03,-1.9236E+03,0.9521E+00
  707,2024/12/05,15:04:25,206.72E+00,10.355E+00,2.0534E+03,2.1405E+03,-604.59E+00,0.9593E+00,206.92E+00,9.8904E+00,1.9367E+03,2.0466E+03,-661.61E+00,0.9463E+00,206.84E+00,10.221E+00,2.0082E+03,2.1141E+03,-660.82E+00,0.9499E+00,206.83E+00,10.155E+00,5.9982E+03,6.3012E+03,-1.9270E+03,0.9519E+00
  708,2024/12/05,15:04:25,206.68E+00,10.352E+00,2.0524E+03,2.1397E+03,-604.87E+00,0.9592E+00,206.80E+00,9.8761E+00,1.9337E+03,2.0424E+03,-657.49E+00,0.9468E+00,206.79E+00,10.227E+00,2.0089E+03,2.1147E+03,-660.74E+00,0.9499E+00,206.76E+00,10.152E+00,5.9949E+03,6.2968E+03,-1.9231E+03,0.9521E+00
  709,2024/12/05,15:04:25,206.58E+00,10.340E+00,2.0478E+03,2.1361E+03,-607.96E+00,0.9586E+00,206.86E+00,9.8952E+00,1.9374E+03,2.0469E+03,-660.64E+00,0.9465E+00,206.81E+00,10.226E+00,2.0094E+03,2.1148E+03,-659.11E+00,0.9502E+00,206.75E+00,10.154E+00,5.9946E+03,6.2978E+03,-1.9277E+03,0.9519E+00
